"","date","region","cases","deaths"
"727",2020-03-15,"oklahoma",8,0
"728",2020-03-15,"oregon",39,1
"729",2020-03-15,"pennsylvania",68,0
"730",2020-03-15,"puerto rico",5,0
"731",2020-03-15,"rhode island",20,0
"732",2020-03-15,"south carolina",28,0
"733",2020-03-15,"south dakota",9,1
"734",2020-03-15,"tennessee",39,0
"735",2020-03-15,"texas",80,0
"736",2020-03-15,"utah",29,0
"737",2020-03-15,"vermont",8,0
"738",2020-03-15,"virgin islands",1,0
"739",2020-03-15,"virginia",45,1
"740",2020-03-15,"washington",675,42
"741",2020-03-15,"wisconsin",33,0
"742",2020-03-15,"wyoming",3,0
"743",2020-03-16,"alabama",29,0
"744",2020-03-16,"alaska",3,0
"745",2020-03-16,"arizona",18,0
"746",2020-03-16,"arkansas",22,0
"747",2020-03-16,"california",588,11
"748",2020-03-16,"colorado",161,2
"749",2020-03-16,"connecticut",41,0
"750",2020-03-16,"delaware",8,0
"751",2020-03-16,"district of columbia",22,0
"752",2020-03-16,"florida",141,4
"753",2020-03-16,"georgia",118,1
"754",2020-03-16,"guam",3,0
"755",2020-03-16,"hawaii",10,0
"756",2020-03-16,"idaho",5,0
"757",2020-03-16,"illinois",104,0
"758",2020-03-16,"indiana",24,1
"759",2020-03-16,"iowa",22,0
"760",2020-03-16,"kansas",11,1
"761",2020-03-16,"kentucky",22,1
"762",2020-03-16,"louisiana",137,3
"763",2020-03-16,"maine",17,0
"764",2020-03-16,"maryland",39,0
"765",2020-03-16,"massachusetts",197,0
"766",2020-03-16,"michigan",54,0
"767",2020-03-16,"minnesota",54,0
"768",2020-03-16,"mississippi",12,0
"769",2020-03-16,"missouri",9,0
"770",2020-03-16,"montana",8,0
"771",2020-03-16,"nebraska",33,0
"772",2020-03-16,"nevada",45,1
"773",2020-03-16,"new hampshire",17,0
"774",2020-03-16,"new jersey",176,3
"775",2020-03-16,"new mexico",21,0
"776",2020-03-16,"new york",950,10
"777",2020-03-16,"north carolina",34,0
"778",2020-03-16,"north dakota",1,0
"779",2020-03-16,"ohio",50,0
"780",2020-03-16,"oklahoma",10,0
"781",2020-03-16,"oregon",46,1
"782",2020-03-16,"pennsylvania",81,0
"783",2020-03-16,"puerto rico",5,0
"784",2020-03-16,"rhode island",21,0
"785",2020-03-16,"south carolina",33,1
"786",2020-03-16,"south dakota",10,1
"787",2020-03-16,"tennessee",52,0
"788",2020-03-16,"texas",87,1
"789",2020-03-16,"utah",40,0
"790",2020-03-16,"vermont",12,0
"791",2020-03-16,"virgin islands",2,0
"792",2020-03-16,"virginia",51,1
"793",2020-03-16,"washington",794,48
"794",2020-03-16,"wisconsin",47,0
"795",2020-03-16,"wyoming",10,0
"796",2020-03-17,"alabama",39,0
"797",2020-03-17,"alaska",6,0
"798",2020-03-17,"arizona",20,0
"799",2020-03-17,"arkansas",22,0
"800",2020-03-17,"california",732,14
"801",2020-03-17,"colorado",183,3
"802",2020-03-17,"connecticut",68,0
"803",2020-03-17,"delaware",16,0
"804",2020-03-17,"district of columbia",31,0
"805",2020-03-17,"florida",210,6
"806",2020-03-17,"georgia",142,1
"807",2020-03-17,"guam",3,0
"808",2020-03-17,"hawaii",14,0
"809",2020-03-17,"idaho",9,0
"810",2020-03-17,"illinois",159,1
"811",2020-03-17,"indiana",30,2
"812",2020-03-17,"iowa",29,0
"813",2020-03-17,"kansas",17,1
"814",2020-03-17,"kentucky",26,1
"815",2020-03-17,"louisiana",196,5
"816",2020-03-17,"maine",32,0
"817",2020-03-17,"maryland",57,0
"818",2020-03-17,"massachusetts",218,0
"819",2020-03-17,"michigan",65,0
"820",2020-03-17,"minnesota",60,0
"821",2020-03-17,"mississippi",21,0
"822",2020-03-17,"missouri",16,0
"823",2020-03-17,"montana",8,0
"824",2020-03-17,"nebraska",36,0
"825",2020-03-17,"nevada",55,1
"826",2020-03-17,"new hampshire",26,0
"827",2020-03-17,"new jersey",268,3
"828",2020-03-17,"new mexico",23,0
"829",2020-03-17,"new york",1374,17
"830",2020-03-17,"north carolina",42,0
"831",2020-03-17,"north dakota",5,0
"832",2020-03-17,"ohio",67,0
"833",2020-03-17,"oklahoma",18,0
"834",2020-03-17,"oregon",66,2
"835",2020-03-17,"pennsylvania",101,0
"836",2020-03-17,"puerto rico",5,0
"837",2020-03-17,"rhode island",23,0
"838",2020-03-17,"south carolina",47,1
"839",2020-03-17,"south dakota",11,1
"840",2020-03-17,"tennessee",73,0
"841",2020-03-17,"texas",106,1
"842",2020-03-17,"utah",51,0
"843",2020-03-17,"vermont",14,0
"844",2020-03-17,"virgin islands",2,0
"845",2020-03-17,"virginia",67,2
"846",2020-03-17,"washington",908,54
"847",2020-03-17,"west virginia",1,0
"848",2020-03-17,"wisconsin",72,0
"849",2020-03-17,"wyoming",15,0
"850",2020-03-18,"alabama",51,0
"851",2020-03-18,"alaska",9,0
"852",2020-03-18,"arizona",28,0
"853",2020-03-18,"arkansas",33,0
"854",2020-03-18,"california",893,17
"855",2020-03-18,"colorado",216,3
"856",2020-03-18,"connecticut",96,1
"857",2020-03-18,"delaware",26,0
"858",2020-03-18,"district of columbia",36,0
"859",2020-03-18,"florida",326,7
"860",2020-03-18,"georgia",193,3
"861",2020-03-18,"guam",8,0
"862",2020-03-18,"hawaii",16,0
"863",2020-03-18,"idaho",11,0
"864",2020-03-18,"illinois",286,1
"865",2020-03-18,"indiana",39,2
"866",2020-03-18,"iowa",38,0
"867",2020-03-18,"kansas",22,1
"868",2020-03-18,"kentucky",35,1
"869",2020-03-18,"louisiana",280,7
"870",2020-03-18,"maine",43,0
"871",2020-03-18,"maryland",85,1
"872",2020-03-18,"massachusetts",256,0
"873",2020-03-18,"michigan",80,1
"874",2020-03-18,"minnesota",77,0
"875",2020-03-18,"mississippi",34,0
"876",2020-03-18,"missouri",21,1
"877",2020-03-18,"montana",12,0
"878",2020-03-18,"nebraska",43,0
"879",2020-03-18,"nevada",82,1
"880",2020-03-18,"new hampshire",39,0
"881",2020-03-18,"new jersey",427,5
"882",2020-03-18,"new mexico",28,0
"883",2020-03-18,"new york",2382,27
"884",2020-03-18,"north carolina",66,0
"885",2020-03-18,"north dakota",7,0
"886",2020-03-18,"ohio",90,0
"887",2020-03-18,"oklahoma",29,0
"888",2020-03-18,"oregon",74,3
"889",2020-03-18,"pennsylvania",139,1
"890",2020-03-18,"puerto rico",5,0
"891",2020-03-18,"rhode island",33,0
"892",2020-03-18,"south carolina",60,1
"893",2020-03-18,"south dakota",11,1
"894",2020-03-18,"tennessee",98,0
"895",2020-03-18,"texas",166,2
"896",2020-03-18,"utah",65,0
"897",2020-03-18,"vermont",19,0
"898",2020-03-18,"virgin islands",3,0
"899",2020-03-18,"virginia",78,2
"900",2020-03-18,"washington",1026,68
"901",2020-03-18,"west virginia",2,0
"902",2020-03-18,"wisconsin",106,0
"903",2020-03-18,"wyoming",17,0
"904",2020-03-19,"alabama",78,0
"905",2020-03-19,"alaska",12,0
"906",2020-03-19,"arizona",47,0
"907",2020-03-19,"arkansas",62,0
"908",2020-03-19,"california",1067,19
"909",2020-03-19,"colorado",278,5
"910",2020-03-19,"connecticut",159,4
"911",2020-03-19,"delaware",30,0
"912",2020-03-19,"district of columbia",39,0
"913",2020-03-19,"florida",434,8
"914",2020-03-19,"georgia",282,10
"915",2020-03-19,"guam",12,0
"916",2020-03-19,"hawaii",26,0
"917",2020-03-19,"idaho",23,0
"918",2020-03-19,"illinois",420,4
"919",2020-03-19,"indiana",56,2
"920",2020-03-19,"iowa",44,0
"921",2020-03-19,"kansas",35,1
"922",2020-03-19,"kentucky",47,2
"923",2020-03-19,"louisiana",392,10
"924",2020-03-19,"maine",52,0
"925",2020-03-19,"maryland",108,1
"926",2020-03-19,"massachusetts",328,0
"927",2020-03-19,"michigan",334,3
"928",2020-03-19,"minnesota",89,0
"929",2020-03-19,"mississippi",50,1
"930",2020-03-19,"missouri",35,1
"931",2020-03-19,"montana",19,0
"932",2020-03-19,"nebraska",47,0
"933",2020-03-19,"nevada",99,1
"934",2020-03-19,"new hampshire",44,0
"935",2020-03-19,"new jersey",735,9
"936",2020-03-19,"new mexico",35,0
"937",2020-03-19,"new york",4152,30
"938",2020-03-19,"north carolina",104,0
"939",2020-03-19,"north dakota",19,0
"940",2020-03-19,"ohio",120,0
"941",2020-03-19,"oklahoma",44,1
"942",2020-03-19,"oregon",87,3
"943",2020-03-19,"pennsylvania",187,1
"944",2020-03-19,"puerto rico",6,0
"945",2020-03-19,"rhode island",44,0
"946",2020-03-19,"south carolina",81,1
"947",2020-03-19,"south dakota",14,1
"948",2020-03-19,"tennessee",155,0
"949",2020-03-19,"texas",248,4
"950",2020-03-19,"utah",80,0
"951",2020-03-19,"vermont",22,2
"952",2020-03-19,"virgin islands",3,0
"953",2020-03-19,"virginia",94,2
"954",2020-03-19,"washington",1228,75
"955",2020-03-19,"west virginia",5,0
"956",2020-03-19,"wisconsin",155,2
"957",2020-03-19,"wyoming",18,0
"958",2020-03-20,"alabama",106,0
"959",2020-03-20,"alaska",14,0
"960",2020-03-20,"arizona",70,1
"961",2020-03-20,"arkansas",100,0
"962",2020-03-20,"california",1283,24
"963",2020-03-20,"colorado",364,5
"964",2020-03-20,"connecticut",194,4
"965",2020-03-20,"delaware",39,0
"966",2020-03-20,"district of columbia",71,0
"967",2020-03-20,"florida",564,9
"968",2020-03-20,"georgia",482,14
"969",2020-03-20,"guam",14,0
"970",2020-03-20,"hawaii",37,0
"971",2020-03-20,"idaho",31,0
"972",2020-03-20,"illinois",583,5
"973",2020-03-20,"indiana",79,3
"974",2020-03-20,"iowa",45,0
"975",2020-03-20,"kansas",49,1
"976",2020-03-20,"kentucky",63,2
"977",2020-03-20,"louisiana",537,10
"978",2020-03-20,"maine",57,0
"979",2020-03-20,"maryland",150,2
"980",2020-03-20,"massachusetts",413,1
"981",2020-03-20,"michigan",548,4
"982",2020-03-20,"minnesota",115,0
"983",2020-03-20,"mississippi",80,1
"984",2020-03-20,"missouri",73,3
"985",2020-03-20,"montana",19,0
"986",2020-03-20,"nebraska",53,0
"987",2020-03-20,"nevada",165,2
"988",2020-03-20,"new hampshire",55,0
"989",2020-03-20,"new jersey",896,11
"990",2020-03-20,"new mexico",43,0
"991",2020-03-20,"new york",7102,57
"992",2020-03-20,"north carolina",144,0
"993",2020-03-20,"north dakota",27,0
"994",2020-03-20,"ohio",169,1
"995",2020-03-20,"oklahoma",49,1
"996",2020-03-20,"oregon",114,3
"997",2020-03-20,"pennsylvania",269,1
"998",2020-03-20,"puerto rico",14,0
"999",2020-03-20,"rhode island",44,0
"1000",2020-03-20,"south carolina",126,3
"1001",2020-03-20,"south dakota",14,1
"1002",2020-03-20,"tennessee",237,0
"1003",2020-03-20,"texas",377,5
"1004",2020-03-20,"utah",112,0
"1005",2020-03-20,"vermont",29,2
"1006",2020-03-20,"virgin islands",6,0
"1007",2020-03-20,"virginia",115,2
"1008",2020-03-20,"washington",1404,83
"1009",2020-03-20,"west virginia",8,0
"1010",2020-03-20,"wisconsin",216,3
"1011",2020-03-20,"wyoming",22,0
"1012",2020-03-21,"alabama",131,0
"1013",2020-03-21,"alaska",21,0
"1014",2020-03-21,"arizona",104,1
"1015",2020-03-21,"arkansas",118,0
"1016",2020-03-21,"california",1544,28
"1017",2020-03-21,"colorado",475,6
"1018",2020-03-21,"connecticut",223,5
"1019",2020-03-21,"delaware",45,0
"1020",2020-03-21,"district of columbia",77,1
"1021",2020-03-21,"florida",764,11
"1022",2020-03-21,"georgia",552,20
"1023",2020-03-21,"guam",15,0
"1024",2020-03-21,"hawaii",48,0
"1025",2020-03-21,"idaho",42,0
"1026",2020-03-21,"illinois",751,6
"1027",2020-03-21,"indiana",126,4
"1028",2020-03-21,"iowa",68,0
"1029",2020-03-21,"kansas",57,2
"1030",2020-03-21,"kentucky",84,3
"1031",2020-03-21,"louisiana",763,16
"1032",2020-03-21,"maine",70,0
"1033",2020-03-21,"maryland",195,3
"1034",2020-03-21,"massachusetts",525,2
"1035",2020-03-21,"michigan",787,6
"1036",2020-03-21,"minnesota",138,1
"1037",2020-03-21,"mississippi",140,1
"1038",2020-03-21,"missouri",93,3
"1039",2020-03-21,"montana",29,0
"1040",2020-03-21,"nebraska",61,0
"1041",2020-03-21,"nevada",165,2
"1042",2020-03-21,"new hampshire",65,0
"1043",2020-03-21,"new jersey",1336,16
"1044",2020-03-21,"new mexico",57,0
"1045",2020-03-21,"new york",10356,80
"1046",2020-03-21,"north carolina",184,0
"1047",2020-03-21,"north dakota",28,0
"1048",2020-03-21,"ohio",247,3
"1049",2020-03-21,"oklahoma",53,1
"1050",2020-03-21,"oregon",137,4
"1051",2020-03-21,"pennsylvania",388,2
"1052",2020-03-21,"puerto rico",21,1
"1053",2020-03-21,"rhode island",66,0
"1054",2020-03-21,"south carolina",172,3
"1055",2020-03-21,"south dakota",14,1
"1056",2020-03-21,"tennessee",312,2
"1057",2020-03-21,"texas",547,5
"1058",2020-03-21,"utah",138,0
"1059",2020-03-21,"vermont",49,2
"1060",2020-03-21,"virgin islands",6,0
"1061",2020-03-21,"virginia",152,3
"1062",2020-03-21,"washington",1655,95
"1063",2020-03-21,"west virginia",12,0
"1064",2020-03-21,"wisconsin",281,4
"1065",2020-03-21,"wyoming",24,0
"1066",2020-03-22,"alabama",157,0
"1067",2020-03-22,"alaska",22,0
"1068",2020-03-22,"arizona",153,2
"1069",2020-03-22,"arkansas",165,0
"1070",2020-03-22,"california",1851,35
"1071",2020-03-22,"colorado",591,7
"1072",2020-03-22,"connecticut",327,8
"1073",2020-03-22,"delaware",56,0
"1074",2020-03-22,"district of columbia",98,1
"1075",2020-03-22,"florida",1000,13
"1076",2020-03-22,"georgia",620,25
"1077",2020-03-22,"guam",27,1
"1078",2020-03-22,"hawaii",56,0
"1079",2020-03-22,"idaho",47,0
"1080",2020-03-22,"illinois",1047,9
"1081",2020-03-22,"indiana",201,6
"1082",2020-03-22,"iowa",90,0
"1083",2020-03-22,"kansas",66,2
"1084",2020-03-22,"kentucky",103,3
"1085",2020-03-22,"louisiana",837,20
"1086",2020-03-22,"maine",89,0
"1087",2020-03-22,"maryland",245,3
"1088",2020-03-22,"massachusetts",646,5
"1089",2020-03-22,"michigan",1033,9
"1090",2020-03-22,"minnesota",171,1
"1091",2020-03-22,"mississippi",207,1
"1092",2020-03-22,"missouri",130,3
"1093",2020-03-22,"montana",34,0
"1094",2020-03-22,"nebraska",62,0
"1095",2020-03-22,"nevada",190,2
"1096",2020-03-22,"new hampshire",78,0
"1097",2020-03-22,"new jersey",1914,20
"1098",2020-03-22,"new mexico",65,0
"1099",2020-03-22,"new york",15168,122
"1100",2020-03-22,"north carolina",269,0
"1101",2020-03-22,"north dakota",30,0
"1102",2020-03-22,"ohio",351,3
"1103",2020-03-22,"oklahoma",67,2
"1104",2020-03-22,"oregon",161,5
"1105",2020-03-22,"pennsylvania",504,3
"1106",2020-03-22,"puerto rico",23,1
"1107",2020-03-22,"rhode island",83,0
"1108",2020-03-22,"south carolina",194,3
"1109",2020-03-22,"south dakota",21,1
"1110",2020-03-22,"tennessee",424,2
"1111",2020-03-22,"texas",632,7
"1112",2020-03-22,"utah",182,1
"1113",2020-03-22,"vermont",52,2
"1114",2020-03-22,"virgin islands",17,0
"1115",2020-03-22,"virginia",219,6
"1116",2020-03-22,"washington",1844,97
"1117",2020-03-22,"west virginia",16,0
"1118",2020-03-22,"wisconsin",382,4
"1119",2020-03-22,"wyoming",26,0
"1120",2020-03-23,"alabama",196,0
"1121",2020-03-23,"alaska",36,0
"1122",2020-03-23,"arizona",234,2
"1123",2020-03-23,"arkansas",201,0
"1124",2020-03-23,"california",2240,39
"1125",2020-03-23,"colorado",721,10
"1126",2020-03-23,"connecticut",415,10
"1127",2020-03-23,"delaware",87,0
"1128",2020-03-23,"district of columbia",116,2
"1129",2020-03-23,"florida",1222,18
"1130",2020-03-23,"georgia",800,25
"1131",2020-03-23,"guam",29,1
"1132",2020-03-23,"hawaii",77,0
"1133",2020-03-23,"idaho",50,0
"1134",2020-03-23,"illinois",1285,12
"1135",2020-03-23,"indiana",259,7
"1136",2020-03-23,"iowa",105,0
"1137",2020-03-23,"kansas",82,2
"1138",2020-03-23,"kentucky",124,3
"1139",2020-03-23,"louisiana",1172,34
"1140",2020-03-23,"maine",107,0
"1141",2020-03-23,"maryland",290,3
"1142",2020-03-23,"massachusetts",777,9
"1143",2020-03-23,"michigan",1324,16
"1144",2020-03-23,"minnesota",235,1
"1145",2020-03-23,"mississippi",249,1
"1146",2020-03-23,"missouri",183,4
"1147",2020-03-23,"montana",45,0
"1148",2020-03-23,"nebraska",73,0
"1149",2020-03-23,"nevada",265,4
"1150",2020-03-23,"new hampshire",101,1
"1151",2020-03-23,"new jersey",2844,27
"1152",2020-03-23,"new mexico",83,0
"1153",2020-03-23,"new york",20875,159
"1154",2020-03-23,"north carolina",303,0
"1155",2020-03-23,"north dakota",32,0
"1156",2020-03-23,"ohio",444,6
"1157",2020-03-23,"oklahoma",81,2
"1158",2020-03-23,"oregon",191,5
"1159",2020-03-23,"pennsylvania",644,6
"1160",2020-03-23,"puerto rico",31,2
"1161",2020-03-23,"rhode island",106,0
"1162",2020-03-23,"south carolina",299,5
"1163",2020-03-23,"south dakota",28,1
"1164",2020-03-23,"tennessee",522,2
"1165",2020-03-23,"texas",728,7
"1166",2020-03-23,"utah",257,1
"1167",2020-03-23,"vermont",75,2
"1168",2020-03-23,"virgin islands",17,0
"1169",2020-03-23,"virginia",254,6
"1170",2020-03-23,"washington",2101,110
"1171",2020-03-23,"west virginia",16,0
"1172",2020-03-23,"wisconsin",418,5
"1173",2020-03-23,"wyoming",28,0
"1174",2020-03-24,"alabama",242,0
"1175",2020-03-24,"alaska",42,0
"1176",2020-03-24,"arizona",326,6
"1177",2020-03-24,"arkansas",232,2
"1178",2020-03-24,"california",2644,52
"1179",2020-03-24,"colorado",912,11
"1180",2020-03-24,"connecticut",618,12
"1181",2020-03-24,"delaware",104,0
"1182",2020-03-24,"district of columbia",137,2
"1183",2020-03-24,"florida",1467,19
"1184",2020-03-24,"georgia",1097,38
"1185",2020-03-24,"guam",32,1
"1186",2020-03-24,"hawaii",90,0
"1187",2020-03-24,"idaho",73,0
"1188",2020-03-24,"illinois",1535,16
"1189",2020-03-24,"indiana",366,12
"1190",2020-03-24,"iowa",124,1
"1191",2020-03-24,"kansas",99,3
"1192",2020-03-24,"kentucky",157,3
"1193",2020-03-24,"louisiana",1388,46
"1194",2020-03-24,"maine",118,0
"1195",2020-03-24,"maryland",349,4
"1196",2020-03-24,"massachusetts",1159,11
"1197",2020-03-24,"michigan",1791,24
"1198",2020-03-24,"minnesota",262,1
"1199",2020-03-24,"mississippi",320,1
"1200",2020-03-24,"missouri",255,5
"1201",2020-03-24,"montana",51,0
"1202",2020-03-24,"nebraska",77,0
"1203",2020-03-24,"nevada",315,6
"1204",2020-03-24,"new hampshire",108,1
"1205",2020-03-24,"new jersey",3675,44
"1206",2020-03-24,"new mexico",100,0
"1207",2020-03-24,"new york",25665,218
"1208",2020-03-24,"north carolina",399,0
"1209",2020-03-24,"north dakota",36,0
"1210",2020-03-24,"ohio",564,8
"1211",2020-03-24,"oklahoma",106,3
"1212",2020-03-24,"oregon",209,8
"1213",2020-03-24,"pennsylvania",851,7
"1214",2020-03-24,"puerto rico",39,2
"1215",2020-03-24,"rhode island",124,0
"1216",2020-03-24,"south carolina",342,7
"1217",2020-03-24,"south dakota",30,1
"1218",2020-03-24,"tennessee",679,2
"1219",2020-03-24,"texas",857,11
"1220",2020-03-24,"utah",298,1
"1221",2020-03-24,"vermont",95,7
"1222",2020-03-24,"virgin islands",17,0
"1223",2020-03-24,"virginia",290,7
"1224",2020-03-24,"washington",2469,123
"1225",2020-03-24,"west virginia",39,0
"1226",2020-03-24,"wisconsin",481,5
"1227",2020-03-24,"wyoming",37,0
"1228",2020-03-25,"alabama",386,1
"1229",2020-03-25,"alaska",59,0
"1230",2020-03-25,"arizona",402,6
"1231",2020-03-25,"arkansas",308,2
"1232",2020-03-25,"california",3183,67
"1233",2020-03-25,"colorado",1086,19
"1234",2020-03-25,"connecticut",875,19
"1235",2020-03-25,"delaware",119,0
"1236",2020-03-25,"district of columbia",183,2
"1237",2020-03-25,"florida",1965,23
"1238",2020-03-25,"georgia",1387,47
"1239",2020-03-25,"guam",32,1
"1240",2020-03-25,"hawaii",95,0
"1241",2020-03-25,"idaho",123,0
"1242",2020-03-25,"illinois",1875,21
"1243",2020-03-25,"indiana",479,14
"1244",2020-03-25,"iowa",145,1
"1245",2020-03-25,"kansas",132,3
"1246",2020-03-25,"kentucky",198,5
"1247",2020-03-25,"louisiana",1795,65
"1248",2020-03-25,"maine",142,0
"1249",2020-03-25,"maryland",423,4
"1250",2020-03-25,"massachusetts",1838,15
"1251",2020-03-25,"michigan",2294,43
"1252",2020-03-25,"minnesota",287,1
"1253",2020-03-25,"mississippi",377,5
"1254",2020-03-25,"missouri",377,8
"1255",2020-03-25,"montana",65,0
"1256",2020-03-25,"nebraska",84,0
"1257",2020-03-25,"nevada",405,10
"1258",2020-03-25,"new hampshire",137,1
"1259",2020-03-25,"new jersey",4402,62
"1260",2020-03-25,"new mexico",112,1
"1261",2020-03-25,"new york",33066,325
"1262",2020-03-25,"north carolina",563,1
"1263",2020-03-25,"north dakota",45,0
"1264",2020-03-25,"ohio",706,11
"1265",2020-03-25,"oklahoma",164,5
"1266",2020-03-25,"oregon",266,10
"1267",2020-03-25,"pennsylvania",1151,11
"1268",2020-03-25,"puerto rico",51,2
"1269",2020-03-25,"rhode island",132,0
"1270",2020-03-25,"south carolina",424,7
"1271",2020-03-25,"south dakota",41,1
"1272",2020-03-25,"tennessee",806,3
"1273",2020-03-25,"texas",1119,12
"1274",2020-03-25,"utah",346,1
"1275",2020-03-25,"vermont",123,8
"1276",2020-03-25,"virgin islands",17,0
"1277",2020-03-25,"virginia",391,9
"1278",2020-03-25,"washington",2585,130
"1279",2020-03-25,"west virginia",51,0
"1280",2020-03-25,"wisconsin",623,7
"1281",2020-03-25,"wyoming",49,0
"1282",2020-03-26,"alabama",538,3
"1283",2020-03-26,"alaska",69,0
"1284",2020-03-26,"arizona",508,8
"1285",2020-03-26,"arkansas",351,3
"1286",2020-03-26,"california",4060,82
"1287",2020-03-26,"colorado",1432,24
"1288",2020-03-26,"connecticut",1012,21
"1289",2020-03-26,"delaware",143,1
"1290",2020-03-26,"district of columbia",231,3
"1291",2020-03-26,"florida",2477,29
"1292",2020-03-26,"georgia",1643,56
"1293",2020-03-26,"guam",49,1
"1294",2020-03-26,"hawaii",106,0
"1295",2020-03-26,"idaho",189,3
"1296",2020-03-26,"illinois",2538,26
"1297",2020-03-26,"indiana",656,18
"1298",2020-03-26,"iowa",179,1
"1299",2020-03-26,"kansas",171,3
"1300",2020-03-26,"kentucky",248,5
"1301",2020-03-26,"louisiana",2305,83
"1302",2020-03-26,"maine",155,0
"1303",2020-03-26,"maryland",581,4
"1304",2020-03-26,"massachusetts",2417,25
"1305",2020-03-26,"michigan",2878,63
"1306",2020-03-26,"minnesota",346,2
"1307",2020-03-26,"mississippi",487,6
"1308",2020-03-26,"missouri",507,8
"1309",2020-03-26,"montana",90,0
"1310",2020-03-26,"nebraska",92,0
"1311",2020-03-26,"nevada",535,10
"1312",2020-03-26,"new hampshire",158,1
"1313",2020-03-26,"new jersey",6876,81
"1314",2020-03-26,"new mexico",136,1
"1315",2020-03-26,"new york",38987,432
"1316",2020-03-26,"north carolina",638,2
"1317",2020-03-26,"north dakota",58,0
"1318",2020-03-26,"ohio",867,15
"1319",2020-03-26,"oklahoma",248,7
"1320",2020-03-26,"oregon",316,11
"1321",2020-03-26,"pennsylvania",1690,16
"1322",2020-03-26,"puerto rico",64,2
"1323",2020-03-26,"rhode island",165,0
"1324",2020-03-26,"south carolina",456,9
"1325",2020-03-26,"south dakota",46,1
"1326",2020-03-26,"tennessee",981,3
"1327",2020-03-26,"texas",1543,21
"1328",2020-03-26,"utah",402,1
"1329",2020-03-26,"vermont",158,9
"1330",2020-03-26,"virgin islands",17,0
"1331",2020-03-26,"virginia",604,14
"1332",2020-03-26,"washington",3208,151
"1333",2020-03-26,"west virginia",76,0
"1334",2020-03-26,"wisconsin",754,10
"1335",2020-03-26,"wyoming",56,0
"1336",2020-03-27,"alabama",639,4
"1337",2020-03-27,"alaska",85,1
"1338",2020-03-27,"arizona",665,15
"1339",2020-03-27,"arkansas",386,3
"1340",2020-03-27,"california",4914,102
"1341",2020-03-27,"colorado",1735,31
"1342",2020-03-27,"connecticut",1291,27
"1343",2020-03-27,"delaware",165,2
"1344",2020-03-27,"district of columbia",267,3
"1345",2020-03-27,"florida",3198,46
"1346",2020-03-27,"georgia",2198,64
"1347",2020-03-27,"guam",53,1
"1348",2020-03-27,"hawaii",120,0
"1349",2020-03-27,"idaho",231,4
"1350",2020-03-27,"illinois",3029,37
"1351",2020-03-27,"indiana",982,26
"1352",2020-03-27,"iowa",235,3
"1353",2020-03-27,"kansas",212,4
"1354",2020-03-27,"kentucky",302,8
"1355",2020-03-27,"louisiana",2746,119
"1356",2020-03-27,"maine",168,1
"1357",2020-03-27,"maryland",775,5
"1358",2020-03-27,"massachusetts",3240,35
"1359",2020-03-27,"michigan",3657,93
"1360",2020-03-27,"minnesota",398,4
"1361",2020-03-27,"mississippi",579,8
"1362",2020-03-27,"missouri",671,9
"1363",2020-03-27,"montana",121,1
"1364",2020-03-27,"nebraska",100,2
"1365",2020-03-27,"nevada",621,10
"1366",2020-03-27,"new hampshire",187,2
"1367",2020-03-27,"new jersey",8825,108
"1368",2020-03-27,"new mexico",191,1
"1369",2020-03-27,"new york",44635,535
"1370",2020-03-27,"north carolina",783,3
"1371",2020-03-27,"north dakota",68,1
"1372",2020-03-27,"ohio",1144,22
"1373",2020-03-27,"oklahoma",322,8
"1374",2020-03-27,"oregon",414,12
"1375",2020-03-27,"pennsylvania",2218,23
"1376",2020-03-27,"puerto rico",79,3
"1377",2020-03-27,"rhode island",203,0
"1378",2020-03-27,"south carolina",539,13
"1379",2020-03-27,"south dakota",58,1
"1380",2020-03-27,"tennessee",1180,6
"1381",2020-03-27,"texas",1942,23
"1382",2020-03-27,"utah",480,2
"1383",2020-03-27,"vermont",184,10
"1384",2020-03-27,"virgin islands",19,0
"1385",2020-03-27,"virginia",606,14
"1386",2020-03-27,"washington",3770,177
"1387",2020-03-27,"west virginia",96,0
"1388",2020-03-27,"wisconsin",930,16
"1389",2020-03-27,"wyoming",73,0
"1390",2020-03-28,"alabama",720,4
"1391",2020-03-28,"alaska",102,1
"1392",2020-03-28,"arizona",773,15
"1393",2020-03-28,"arkansas",409,5
"1394",2020-03-28,"california",5565,121
"1395",2020-03-28,"colorado",2061,44
"1396",2020-03-28,"connecticut",1524,33
"1397",2020-03-28,"delaware",214,5
"1398",2020-03-28,"district of columbia",304,4
"1399",2020-03-28,"florida",4038,56
"1400",2020-03-28,"georgia",2447,79
"1401",2020-03-28,"guam",57,1
"1402",2020-03-28,"hawaii",151,0
"1403",2020-03-28,"idaho",261,5
"1404",2020-03-28,"illinois",3547,50
"1405",2020-03-28,"indiana",1232,31
"1406",2020-03-28,"iowa",298,3
"1407",2020-03-28,"kansas",271,6
"1408",2020-03-28,"kentucky",394,9
"1409",2020-03-28,"louisiana",3315,137
"1410",2020-03-28,"maine",211,1
"1411",2020-03-28,"maryland",1066,10
"1412",2020-03-28,"massachusetts",4257,44
"1413",2020-03-28,"michigan",4635,111
"1414",2020-03-28,"minnesota",441,5
"1415",2020-03-28,"mississippi",669,13
"1416",2020-03-28,"missouri",838,10
"1417",2020-03-28,"montana",147,1
"1418",2020-03-28,"nebraska",122,2
